title,slug,organization_name,facility_name,description,engage,content,featured_image,category,modes,formats,centerings,street_address,city,state,zip,region,country,latitude,longitude,phone,email,website,expiration_date,source_url,scraped_url
CHAT Mobile Community Health Team,,Portland Fire & Rescue,,"A mobile health team responding to non-emergency 9-1-1 calls with specialized medical care instead of fire trucks — treating minor injuries, overdoses, and other low-acuity health needs, with overdose response and 24-hour aftercare follow-up connecting people to resources.",Call 9-1-1 for a medical situation — dispatchers determine whether CHAT is the right response. General info: 311.,"<h2>What It Does</h2><p>Portland Fire &amp; Rescue's Community Health Assess and Treat (CHAT) program sends medical teams to non-urgent 9-1-1 calls, including an Overdose Response Team (Downtown, Old Town, SE Portland) and Aftercare Teams that follow up within 24 hours to connect people to healthcare and resources.</p><h2>Who It's For</h2><p>People with non-emergency health concerns, especially vulnerable and socially isolated individuals.</p>",,Medical,In Person,Services,Low Barrier,,Portland,Oregon,,,United States,,,311,,https://www.portland.gov/fire/community-health/chat,,https://www.portland.gov/fire/community-health/chat,https://www.portland.gov/fire/community-health/chat
Children's Clothes Closet,,Bethlehem Children's Clothes Closet,,"Free children's clothing (sizes preemie through age 17), maternity wear, children's shoes, and baby supplies for families in need, at St. Mark's Lutheran Church in SE Portland. By appointment.","Schedule an appointment via the signup link at smpdx.org/clothes, or call 503-777-1443. Located at St. Mark's Lutheran Church, 5415 SE Powell Blvd, Portland.","<h2>What It Offers</h2><ul><li>Free children's clothing, sizes preemie–17</li><li>Maternity wear</li><li>Children's shoes and baby supplies</li></ul><h2>Who It's For</h2><p>Families needing children's clothing — open to anyone in need.</p><h2>How to Access</h2><p>By appointment (schedule online). Located on the main floor, accessible entrance near the parking lot.</p>",,Clothing,In Person; By Appointment Only,Services,Families; Youth & Children,5415 SE Powell Blvd,Portland,Oregon,97206,,United States,45.4978640,-122.6067439,503-777-1443,office@smpdx.org,https://www.smpdx.org/clothes.html,,https://www.smpdx.org/clothes.html,https://www.smpdx.org/clothes.html
Family Transitional Housing,,My Father's House,,"Christ-centered transitional housing in Gresham for families with children experiencing homelessness — 6-month and 1-year residential placements with stability, structure, and support. Includes a food pantry, clothing assistance, weekly case management, and an on-site Children's Center.","Call (503) 492-3046 or email info@familyshelter.org. Located at 5003 W Powell Blvd, Gresham.","<h2>Services</h2><ul><li>6-month and 1-year residential family housing</li><li>Food pantry access</li><li>Clothing assistance</li><li>Weekly case management and goal-setting</li><li>On-site Children's Center</li></ul><h2>Who It's For</h2><p>Families with children experiencing homelessness, working toward long-term stability.</p>",,Shelter,In Person,Services,Families; Youth & Children,5003 W Powell Blvd,Gresham,Oregon,97030,,United States,45.4927868,-122.4827457,503-492-3046,info@familyshelter.org,https://www.familyshelter.org/,,https://www.familyshelter.org/,https://www.familyshelter.org/
LifeChange for Women & Children,,Union Gospel Mission Portland,,"A free 12-month, Bible-based residential recovery program offering a safe, healing home for women and families to transform their lives through classes, group studies, and holistic support.",Call 503-802-2271 or visit ugmportland.org/help-for-women to learn about LifeChange for Women & Children.,"<h2>Program</h2><p>LifeChange is a free, 12-month, Bible-based residential program providing a safe, healing home for women and their children. Whole-person healing through classes, group studies, and community support.</p><h2>Who It's For</h2><p>Women and families seeking recovery and life transformation.</p>",,Recovery,In Person,Services,Women; Families; Youth & Children,18555 NW Rock Creek Blvd,Portland,Oregon,97229,,United States,45.5456511,-122.8683568,503-802-2271,,https://ugmportland.org/help-for-women,,https://ugmportland.org/help-for-women,https://ugmportland.org/help-for-women
Free Meals (Founders Café),,Blanchet House,,"Free, freshly-prepared meals served to anyone who comes to the door — breakfast, lunch, and dinner, Monday–Saturday, at Blanchet House's downtown Portland location. No registration or eligibility requirements. Clothing is also distributed to those in need.","Come to 310 NW Glisan St, Portland during meal hours (Mon–Sat). No registration required. Call 503-241-4340 with questions.","<h2>What's Offered</h2><ul><li>Free breakfast, lunch, and dinner, Monday–Saturday</li><li>Clothing for those in need</li></ul><h2>Who It's For</h2><p>Anyone experiencing hunger, homelessness, or poverty — all are welcome, no questions asked.</p>",,Food,In Person,Services,Low Barrier,310 NW Glisan St,Portland,Oregon,97209,,United States,45.5263894,-122.6738264,503-241-4340,info@blanchethouse.org,,,,https://blanchethouse.org/
Bethanie's Room Women's Overnight Shelter,,Blanchet House,,"A year-round overnight shelter for women 18 and older, open 8pm–8am every night, providing safe accommodations at Blanchet House's downtown location.","Come to 310 NW Glisan St, Portland in the evening (open 8pm–8am nightly). Call 503-241-4340 with questions.","<h2>Shelter</h2><p>Bethanie's Room is a safe overnight shelter for women 18+, open 8pm to 8am, 365 days a year.</p><h2>Who It's For</h2><p>Women 18 and older needing safe overnight shelter.</p>",,Shelter,In Person,Services,Women,310 NW Glisan St,Portland,Oregon,97209,,United States,45.5263894,-122.6738264,503-241-4340,info@blanchethouse.org,,,,https://blanchethouse.org/
Residential Recovery Program (House Program),,Blanchet House,,"A free, eight-month residential program at Blanchet House's downtown location offering a safe space to recover, refocus, and build toward a stable future through a dignity-centered approach.",Call 503-241-4340 to ask about the residential House Program.,"<h2>Program</h2><p>An 8-month residential program providing a free, safe space to recover and rebuild, with support toward each resident's goals.</p><h2>Who It's For</h2><p>People working toward recovery and stability.</p>",,Recovery,In Person,Services,People in Recovery,310 NW Glisan St,Portland,Oregon,97209,,United States,45.5263894,-122.6738264,503-241-4340,info@blanchethouse.org,,,,https://blanchethouse.org/
Blanchet Farm (Men's Residential Recovery),,Blanchet House,,"A rural residential recovery program in Yamhill County for men addressing substance addiction through therapeutic work — gardening, animal care, beekeeping, carpentry — plus on-site 12-step meetings, case management, and peer support. Up to one year of free room and board.","Call 503-852-6626 or 503-241-4340 x117 (Mon–Fri before 4pm) for a phone interview. Requires willingness to stay sober, ability to do farm work, and a background check. Located near Carlton, OR (about an hour from Portland).","<h2>Program</h2><ul><li>Up to one year of free room and board</li><li>On-site 12-step meetings</li><li>Therapeutic work: gardening, animal care, beekeeping, carpentry</li><li>Case management and peer support from staff in recovery</li><li>Access to mental and physical health services</li></ul><h2>Who It's For</h2><p>Men committed to sobriety who can perform moderate physical labor. Requires a phone interview, negative drug screen (except THC), and background check.</p>",,Recovery,In Person,Services,Men; People in Recovery,11750 NE Finn Hill Loop,Carlton,Oregon,97111,,United States,45.294,-123.176,503-852-6626,info@blanchethouse.org,https://blanchethouse.org/blanchet-farm-residential-recovery-program/,,https://blanchethouse.org/blanchet-farm-residential-recovery-program/,https://blanchethouse.org/
Gresham Women's Shelter,,Our Just Future,,"A year-round shelter for people identifying as women, nonbinary, or genderqueer experiencing homelessness. Domestic-violence-informed (though not a secure DV shelter). Access by referral list.","Call 971-333-1223 with your contact information to get on the referral list. For DV situations, contact Gateway Center or Call to Safety.","<h2>Shelter</h2><p>Year-round shelter for women, nonbinary, and genderqueer individuals experiencing homelessness. DV-informed but not a secure domestic violence shelter.</p><h2>How to Access</h2><p>By referral — call 971-333-1223 to be added to the list.</p>",,Shelter,In Person,Services,Women; LGBTQIA2S+,,Portland,Oregon,,,United States,,,971-333-1223,,https://ourjustfuture.org/services/homeless-services/,,https://ourjustfuture.org/services/homeless-services/,https://ourjustfuture.org/
Lilac Meadows Family Shelter,,Our Just Future,,A year-round shelter for families (one or more adults with at least one minor child) or individuals in their third trimester of pregnancy. Access through coordinated intake via 211.,Call 211 or visit 211info.org — 211 is the main way to access family shelter in Multnomah County. No walk-ins.,"<h2>Shelter</h2><p>Year-round family shelter for households with at least one minor child, or individuals in their third trimester.</p><h2>How to Access</h2><p>Coordinated intake through 211info.org — no walk-in access.</p>",,Shelter,In Person,Services,Families; Youth & Children,,Portland,Oregon,,,United States,,,503-548-0200,,https://ourjustfuture.org/services/homeless-services/,,https://ourjustfuture.org/services/homeless-services/,https://ourjustfuture.org/
Housing Assistance & Family Advocacy,,Our Just Future,,"One-time cash assistance, temporary support, and permanent supportive housing (with Multnomah County), plus person-centered family advocacy — employment support, debt help, disability access, and Social Security / Oregon Health Plan navigation.",Call (503) 548-0200 to ask about housing assistance and family advocacy.,"<h2>Services</h2><ul><li>Housing assistance: one-time cash aid, temporary support, and permanent supportive housing</li><li>Family advocacy: employment support, debt help, disability access, SSI/OHP navigation</li></ul><h2>Who It's For</h2><p>Families and individuals experiencing or at risk of homelessness in Multnomah County.</p>",,Case Management,In Person,Services,Families,,Portland,Oregon,,,United States,,,503-548-0200,,https://ourjustfuture.org/,,https://ourjustfuture.org/,https://ourjustfuture.org/
Emergency Shelter & Meals (Burnside),,Portland Rescue Mission,,"Emergency shelter, warm meals, and immediate relief for people experiencing homelessness at Portland Rescue Mission's Burnside location — the first step in a Christ-centered path toward stability and recovery.",Call 503-647-7466 (503-MISSION) or visit the Burnside shelter. See the 'Need Help' section at portlandrescuemission.org.,<h2>Services</h2><ul><li>Emergency overnight shelter</li><li>Warm meals</li><li>Immediate relief and stabilization support</li><li>Connection to recovery and housing programs</li></ul><h2>Who It's For</h2><p>People experiencing homelessness.</p>,,Shelter,In Person,Services,Low Barrier,111 W Burnside St,Portland,Oregon,97209,,United States,45.5233798,-122.6716989,503-647-7466,,https://portlandrescuemission.org/,,https://portlandrescuemission.org/,https://portlandrescuemission.org/
New Life Recovery Program,,Portland Rescue Mission,,"A Christ-centered residential recovery program with counseling, stabilization, job training, and housing support. 84% of graduates from the last five years remain addiction-free and in stable housing.",Call 503-647-7466 or visit portlandrescuemission.org to learn about New Life Recovery.,"<h2>Program</h2><p>A deep, Christ-centered residential recovery journey — counseling and stabilization, job training and employment help, and housing support toward lasting change.</p><h2>Who It's For</h2><p>Men and women seeking recovery from addiction and a path out of homelessness.</p>",,Recovery,In Person,Services,People in Recovery,,Portland,Oregon,,,United States,,,503-647-7466,,https://portlandrescuemission.org/,,https://portlandrescuemission.org/,https://portlandrescuemission.org/
Shepherd's Door (Women & Children Recovery),,Portland Rescue Mission,,"A long-term residential recovery program for women and mothers with children — a 5-week Discovery stabilization program and a 1-year New Life Recovery program (up to 40 women and 25 children), with trauma-informed childcare, parenting classes, legal/healthcare advocacy, and a dedicated Children's Center.","Submit an intake form at portlandrescuemission.org or call (503) 746-9743. Located at 13207 NE Halsey St, Portland.","<h2>Programs</h2><ul><li><b>Discovery:</b> a 5-week foundational stabilization program with relapse prevention</li><li><b>New Life Recovery:</b> a 1-year residential program for up to 40 women and 25 children</li></ul><h2>Services</h2><p>Addiction recovery, trauma-informed childcare, parenting classes, legal and healthcare advocacy, life skills, and a Children's Center with after-school and summer programming.</p><h2>Who It's For</h2><p>Women and mothers with children seeking recovery.</p>",,Recovery,In Person,Services,Women; Families; Youth & Children,13207 NE Halsey St,Portland,Oregon,97230,,United States,45.5342505,-122.5262073,503-746-9743,,https://portlandrescuemission.org/women-children/,,https://portlandrescuemission.org/women-children/,https://portlandrescuemission.org/
Hooper Detoxification & Stabilization Center,,Central City Concern,,"Inpatient and outpatient withdrawal management (detox) for people in early recovery from alcohol, opioids, and other drugs, staffed by nurses, physicians, counselors, and recovery mentors. Walk-in admission Mon–Fri 6:45–7:45am; most stays 3–8 days. Accepts OHP and insurance; no one turned away for inability to pay.","Walk in for admission Mon–Fri, 6:45–7:45am, at 1535 N Williams Ave, Portland, or call (503) 238-2067.","<h2>Services</h2><ul><li><b>Inpatient (24/7):</b> withdrawal management and stabilization for alcohol, opioid, and other drug use</li><li><b>Outpatient:</b> medical evaluation and medication-supported recovery</li></ul><h2>Access</h2><p>Walk-in admission Mon–Fri 6:45–7:45am; admission based on severity of need and capacity. Most stays last 3–8 days. Accepts Oregon Health Plan and private insurance.</p>",,Detox,In Person,Services,People in Recovery; Low Barrier,1535 N Williams Ave,Portland,Oregon,97227,,United States,45.5341167,-122.6669386,503-238-2067,,https://centralcityconcern.org/recovery-location/hooper-detoxification-stabilization-center/,,https://centralcityconcern.org/recovery-location/hooper-detoxification-stabilization-center/,https://centralcityconcern.org/
Old Town Clinic (Health Care for the Homeless),,Central City Concern,,"Comprehensive primary care, mental health support, substance use treatment, and an on-site pharmacy for people experiencing homelessness, in Portland's Old Town. Phone and video visits available.","Call the clinic at (503) 228-4533. Located at 727 W Burnside St, Portland. Open Mon–Fri (Wed opens 9am).","<h2>Services</h2><ul><li>Primary care for acute and chronic health concerns</li><li>Mental health support</li><li>Substance use disorder care</li><li>On-site pharmacy</li><li>Phone and video appointments</li></ul><h2>Who It's For</h2><p>People experiencing homelessness, with wraparound connections to housing and employment.</p>",,Medical,In Person; Online,Services,Low Barrier,727 W Burnside St,Portland,Oregon,97209,,United States,45.5232118,-122.6781525,503-228-4533,,https://centralcityconcern.org/old-town-clinic/,,https://centralcityconcern.org/old-town-clinic/,https://centralcityconcern.org/
Puentes (Latino Behavioral Health),,Central City Concern,,"Culturally-specific mental health and substance use treatment for the Latino/a/e community and Spanish speakers — individual and group counseling, outpatient addiction treatment, peer support, and case management from bicultural, bilingual clinicians. Accepts OHP.",Call (503) 546-9975 (Mon–Fri 9am–5pm) — bilingual staff assist with intake and scheduling in English and Spanish.,"<h2>Services</h2><ul><li>Individual and group counseling</li><li>Outpatient addiction treatment</li><li>Peer support and case management</li></ul><h2>Who It's For</h2><p>Adults 18+ in the Latino/a/e Hispanic community and non-English speakers in Multnomah County and surrounding areas. Bicultural, bilingual (English/Spanish) clinicians.</p>",,Recovery,In Person,Services,Spanish Speakers; BIPOC,,Portland,Oregon,,,United States,,,503-546-9975,,https://centralcityconcern.org/recovery-location/puentes/,,https://centralcityconcern.org/recovery-location/puentes/,https://centralcityconcern.org/
Letty Owings Center (Treatment for Mothers),,Central City Concern,,"A 29-bed residential addiction treatment program for pregnant women and mothers of children under 6, with on-site childcare/nursery, prenatal and postpartum care, counseling, and parenting support — helping mothers stay with their children. Accepts OHP, Medicare, and self-pay. (Waitlist currently paused — check availability.)","Call the intake coordinator at (971) 352-8740 or front desk (971) 352-8765, or email LettyOwingsIntake@ccconcern.org. Note: admissions may be temporarily paused.",<h2>Program</h2><p>29-bed residential treatment for pregnant women and mothers of children under 6 with substance use disorders — many of whom would otherwise face child removal.</p><h2>Services</h2><ul><li>Residential treatment with on-site nursery/childcare</li><li>Individual and group counseling</li><li>Prenatal and postpartum health care</li><li>Parenting skills workshops and case management</li></ul>,,Recovery,In Person,Services,Women; Families,,Portland,Oregon,,,United States,,,971-352-8740,LettyOwingsIntake@ccconcern.org,https://centralcityconcern.org/recovery-location/letty-owings-center/,,https://centralcityconcern.org/recovery-location/letty-owings-center/,https://centralcityconcern.org/
Blackburn Center (Integrated Health & Housing),,Central City Concern,,"An integrated center combining primary care, mental health, addiction treatment, an on-site pharmacy, employment help, and housing for 100+ residents (mostly in recovery) — all under one roof in East Portland.","Call the clinic at (971) 361-7700 (pharmacy 971-361-7800). Located at 12121 E Burnside St, Portland.","<h2>Services (all under one roof)</h2><ul><li>Primary care and routine health</li><li>Mental health support</li><li>Addiction / substance use treatment</li><li>On-site pharmacy</li><li>Employment assistance</li><li>Housing for 100+ residents, mostly in recovery</li></ul><h2>Who It's For</h2><p>People experiencing homelessness and struggling with addiction or mental health challenges.</p>",,Medical,In Person,Services,Low Barrier; People in Recovery,12121 E Burnside St,Portland,Oregon,97216,,United States,45.5227169,-122.5383426,971-361-7700,,https://centralcityconcern.org/blackburn-center/,,https://centralcityconcern.org/blackburn-center/,https://centralcityconcern.org/
Supportive Housing & Employment,,Central City Concern,,"A continuum of affordable and supportive housing integrated with social services, plus job training and placement through Central City Staffing — helping people experiencing homelessness find home, regain health, and reach long-term stability. Serving Portland since 1979.","Learn about housing and employment programs at centralcityconcern.org, or connect through any Central City Concern clinic or recovery program.","<h2>Services</h2><ul><li>Comprehensive continuum of affordable and supportive housing</li><li>Job training and placement (Central City Staffing social enterprise)</li><li>Integrated with health care and recovery services</li></ul><h2>Who It's For</h2><p>People experiencing or at risk of homelessness — about 14,400 served annually.</p>",,Housing,In Person,Services,Low Barrier,,Portland,Oregon,,,United States,,,,,https://centralcityconcern.org/,,https://centralcityconcern.org/,https://centralcityconcern.org/
Home Base Recovery (Men's Treatment & Housing),,Volunteers of America Oregon,,"A culturally-responsive treatment program helping men 18+ make positive life changes — substance use treatment, problem-gambling support, mental health services, naturopathic care, counseling, and mentorship with housing. No one denied for inability to pay (sliding scale).",Contact a lead mentor for an intake screening: (971) 806-2243 (jquintero@voaor.org) or (971) 334-2004 (dspotanski@voaor.org). General: (503) 228-9229.,<h2>Services</h2><ul><li>Substance abuse treatment</li><li>Problem gambling support</li><li>Mental health services and counseling</li><li>Naturopathic medical care</li><li>Mentorship with housing</li></ul><h2>Who It's For</h2><p>Men ages 18+. Culturally-responsive approach. No one denied services for inability to pay; sliding fee available.</p>,,Recovery,In Person,Services,Men; People in Recovery; Low Barrier,,Portland,Oregon,,,United States,,,971-806-2243,jquintero@voaor.org,https://www.voaor.org/resource-dir/supportive-housing/,,https://www.voaor.org/resource-dir/supportive-housing/,https://www.voaor.org/
Men's Residential Center (MRC),,Volunteers of America Oregon,,"A residential addiction treatment center for men in SE Portland, providing structured, live-in recovery support.","Call (503) 235-8655 to ask about the Men's Residential Center. Located at 3910 SE Stark St, Portland.","<h2>Program</h2><p>Residential (live-in) substance use disorder treatment for men, with structured recovery programming and support.</p><h2>Who It's For</h2><p>Men seeking residential addiction treatment.</p>",,Recovery,In Person,Services,Men; People in Recovery,3910 SE Stark St,Portland,Oregon,97214,,United States,45.5190561,-122.6227365,503-235-8655,,https://www.voaor.org/resource-dir/mens-residential-treatment-center-mrc/,,https://www.voaor.org/resource-dir/mens-residential-treatment-center-mrc/,https://www.voaor.org/
Veteran Shelters & Supportive Housing,,Do Good Multnomah,,"Low-barrier shelter for veterans experiencing homelessness (including the Thayer Family Foundation Veterans Shelter and Veteran's Village) plus veteran-specific permanent supportive housing, most through HUD-VASH vouchers.","Submit a referral at dogoodmultnomah.org/refer. For HUD-VASH housing screening, contact the VA's Community Resource & Referral Center at 503-808-1256 or VHAPOR-CRSOutreach@va.gov. Waitlists apply.","<h2>Services</h2><ul><li>Low-barrier veteran shelters (Thayer Family Foundation Veterans Shelter, Veteran's Village, and others)</li><li>Veteran-specific permanent supportive housing (mostly HUD-VASH)</li><li>Case management and support</li></ul><h2>Who It's For</h2><p>Veterans experiencing homelessness. Waitlists apply due to demand.</p>",,Shelter,In Person,Services,Veterans,,Portland,Oregon,,,United States,,,503-808-1256,,https://www.dogoodmultnomah.org/refer,,https://www.dogoodmultnomah.org/refer,https://www.dogoodmultnomah.org/refer
Alternative & Village Shelters,,Do Good Multnomah,,"Alternative shelter options operated by Do Good Multnomah, including St. Johns Village and Kiggins Village, serving people experiencing homelessness. (Civilian beds often full — check current availability.)",Submit a referral at dogoodmultnomah.org/refer or check dogoodmultnomah.org/alternative-shelter for current openings. Waitlists apply.,<h2>Shelters</h2><p>Village-model and alternative shelters including St. Johns Village and Kiggins Village.</p><h2>Who It's For</h2><p>People experiencing homelessness. Civilian beds are often at capacity with waitlists — check back for availability.</p>,,Shelter,In Person,Services,Low Barrier,,Portland,Oregon,,,United States,,,,,https://www.dogoodmultnomah.org/alternative-shelter,,https://www.dogoodmultnomah.org/alternative-shelter,https://www.dogoodmultnomah.org/refer
